Reviews,stars 
" The server was one of the best I have encountered.  I was in the restaurant/bar industry for quite some time.  His level of professionalism, expertise for recommendations, and upselling techniques were impeccable. ",5
 Shrimp &amp; Grits; Gumbo; Salmon ,4
 This is a wonderful place to eat aline or with a group. The food  is exceptional. The service is grand and the entertainment  is sooooooooop good. All of this and great prices will make you want to go back three or four times a week. ,5
" This place was beyond my expectations. Our server Chris was the best server I have ever met in my lifetime of dining out. The recommendations were superb. The food was absolutely carefully prepared well presented. I had never eaten salmon until this day. We are more than pleased with the food, music and ambiance. We will definitely be back as a choice of dining. ",5
" I brought my father here for his birthday and he really enjoyed himself. The live entertainment was great, awesome waitress and the food is good. ",5
" The service was spectacular, ambiance was clean and warm. The only thing that dampened the experience was my steak was a tad overcooked and my girlfriend's salad vinigrete was to sweet ",4
" Decent fried chicken. Nothing special. The shrimp and grits were ok. There was liquid surrounding the grits and I didn't know if it was butter or excess water from cooking grits. Grits texture was firm and nice. 4 shrimp in the 24 dollar dish seemed a bit pricey for value. The Mac and cheese was slightly better than Kraft.   The crab cakes and deviled eggs were outstanding. This truly saved the meal.   Service was good. There was quite a bit of ""selling"" how great the food was there. Seemed to set you up to order stuff! But clearly we were disappointed with overall meal.  In summary, I heard a lot of great things about this place. The music was fantastic! The food was a dissapointment. Service was friendly. Not sure I'm a big advocate, but did enjoy the tunes. I would go for music and appetizers! ",3
" My sister and I came here for lunch last Friday. We made a reservation, but it wasn't needed, the place was practically empty. There were two wait staff on hand and a bartender.   We were seated immediately, however the wait staff took a moment to acknowledge us. The waitress was a sweetheart. She was very nice, suggested food to try. We ordered the rock shrimp and crab cake  appetizer, which was good. I ordered the fried chicken meal with fried green tomatos and Mac n cheese. My sister got the fish and chips. We both were not pleased with our entrees. My sides were good and I ended up sharing them with her because she was left with just fries. Her fish wasn't seasoned well. My chicken was seasoned well on the outside, but very bland on the inside.   Maybe we came on the wrong day. The service was slow, the food took a long time to come out. The staff were all really nice, it just felt like they were moving at a snail's pace. ",2
 great place for a birthday dinner with entertainment! ,4
 I have been several times but this time my food was not  very good ,3
" Great space for large groups.  Good food, good service, good atmosphere, equals a return visit! ",4
 The food was good and the music was perfect for a Sunday Brunch with family! ,5
" Had a great time. Live music 7 days a week, great food. ",5
" Great selection of Southern cuisine and live music began at 7 pm. Service was very good. Great trio (soloist, keyboards, drums) offered a selection of classics like ""My Girl"", ""Stand By Me,"" and others. ",4
 Really wanted to love this place but the food just was not what we hoped. Our server was really wonderful. The music was great. Those are the reasons to come. The food was just okay. Best was fried chicken. ,4
 Great location for a romantic dinner.  The food was good but the atmosphere and music was GREAT!  Would definitely recommend Sweet Georgia's.  In fact we plan to go back in the near future for a different act. ,5
 had so much fun dining here. terrific place to go to with a group of friends from out of town to enjoy Georgia at its best ,5
" Five colleagues and myself attended a conference last week in Atlanta and we decided to try this restaurant out. It was by far the best dining experience we had in town.  The food and beverages were delicious, and the band was outstanding.  It was hard to sit while eating, because we wanted to get up and groove.  Our waitress was so sweet and funny.  She photo bombed a few of our group shots, recommended drinks that were a big hit, and the menu items she suggested were simply fabulous.  I tried the fried green tomatoes, and grilled salmon.  I absolutely loved this dining experience.  If I ever get to return to Atlanta, this will be my first stop. ",5
" Great ambiance, live music, energetic wait staff.  Nice variety of food and cocktail  choices on the menu. ",5
 Poor Service!!!! Had to wait ten min. to get a waiter. Five dollars charge for entertainment is crazy. ,2
" The band was good, the food was good and the atmospher was great. I will definitely return! ",4
 The service was great and so was the food. Do not come here for a quiet romantic evening or a business discussion. Do come to get your groove on because you will not want to sit still. It's a Juke Joint for a reason. ,5
" Went with a group of technical people after a day of meetings. Was a fun environment after a long day of meetings. However, there was some problem at the bar. We waited nearly 1/2 hour to get 5 beers and 2 glass of wine. When the beers finally came they were in small glasses. The server later brought out a 1/2 pitcher of beer in a rather feable attempt to appease us. One of us almost jokingly told him it was embarassing, and he came back with a full pitcher. --Eventually he satisfied us, but service is need of improvment. Food was not all served at once either. The music was good tho, and some of us even got up to dance. ",3
" My husband and I were visiting Altanta and happened upon this restaurant. What a great find! It's a very cool restaurant offering live music and excellent food. We started with the mixed appetisers-fried green tomatoes, fried okra and fried vidalia onions. I had the e'touffe and my husband had the pork chops. It was all delicious. The only disappointment was the peach cobbler. It was undercooked, gooey and cold in the middle. If we ever come back to Atlanta, I would be sure to visit again! ",5
" Great food, friendly wait staff, fun music ",4
 We loved the Southern food. The atmosphere was terrific. ,5
" Live music, a beautiful array of people, and delicious food all make for a great evening in Sweet Georgia June Joint. Everything about this place is stellar and I always feel happy when I leave. ",4
" My first time here. The food was good but not great, the portions were quite substantial. The two of us had one cocktail each, dinner entrees with 2 sides included, and dessert for under $94 but I thought that was a bit much for comfort food. OUr server was attentive and pleasant, but he did not volunteer a dessert menu..we had to request. The music was very good, but too loud for the size of the restaurant..we couldn't talk to one another without yelling..not sure if there was any seating away from the noise. The ambiance is cozy and the restaurant is set in a good location. The valet parking was convenient but pricey.Be prepared to pay the $10 fee up front. I would have preferred to self-park but couldn't find it easily. ",4
" The ribs may need another sauce, the salmon was a little dry. The service was poor and unfriendly.. I waited for months to come to this restaurant only be disappointed. I will be in no hurry to attend again.. Maybe because it was Sunday, however it was slow aroung 5pm and you would think the waitress would be more attentative. ",3
" This was an excellent dining experience, the food was great and they had a jazz band. My friend was celebrating her 50th birthday and the manager gave us complimentary sots of moonshine...very nice! ",5
" Music was great - food was not, so so at best. The fried chicken was greasy. Server was friendly but not attentive enough.  With the right entertainment, this could be a fun spot but the food is not special. ",2
" LOVED it! Great food, great music, great service. Will go back!! ",5
" Love the dining experience at the Junk Joint! This was my second time dining there and the only thing I missed was the band. If the only music playing is from the junk joint radio and the playlist was not that good. Please bring back just regular mac and cheese, did not care of the change. Also, if the band is not performing you may want to play music videos on the screen. Food and drinks were great!!! Love the Blueberry Moonshine Cocktail... ",5
 first experience and really enjoyed the service. friend from out of town accompanied me and she enjoyed it as well I will definitely come back. this time I will make reservations on a Saturday or Friday night... the staff was very friendly ,4
 Lots of entertainment and great food! ,4
 I wish we had one where I live; I would be a regular! ,5
" Our waiter Mr Robert was most professional, curious and hospitable. His knowledge of the menu was most helpful. Our experience at Sweet Georgia was a most delightful and memorable one. We will always cherish the memories of sharing our 27th wedding anniversary at Sweet Georgia's. ",5
" This is a nice place to take in some reasonably priced good food, and relaxing Real Jazz. The service was somewhat slow, but the hospitality was warm and friendly. ",2
" It was my first and will not be my last visit to Sweet Ga's Juke Joint. I am from Baltimore, Maryland and was in Atlanta over the Labor Day weekend. I tried to visit your restaurant last year in September when I was in Atlanta, but it was full. So, I made reservations months in advance to ensure I would get in....and it was well worth it!!! I loved the atmosphere, the service, the food and especially the live entertainment! A great experience!!!!! ",5
 The service was terrible. Had to ask a different waitress three times for help because ours was MIA. It was lunch time and it took 45 minutes to get our food and it was clear it had been under the heat lamps a while. ,2
 Great spot for true southern food. Went on a night with live music. It was great. Will definitely be going back. ,4
 The food was fantastic. Our server was not attentive to our needs. I am not sure if the establishment was short staffed or if the server was just inexperienced. I would go back for the food. ,3
" I took my boyfriend here for his birthday and he did not enjoy it. We went on a Monday evening, it was not busy but we still waited a very long time for service at out table. We ordered an appetizer and it was cold. By the time our server brought us a warmer one, our meals were already out. I can say that the macaroni-n-cheese and the sauteed spinach was good. Other than that, don't think that we will go back. ",2
 I was expecting more of a selection from the menu. I was a little disappointed. ,3
 Always a nice place for good food and entertainment! ,5
" I went to the Juke Joint with a group as a girls night out. We had loads of fun. The food was yummy, the drinks were good (strong) but good! Our waitress, who I believe was name Franki (female) was very nice and vibrant! And the band, Gritz &amp; Jelly Butter, were awesome! The atmosphere was energetic and fun. We had a wonderful time. Word of advice, definitely make reservations in advance or the wait is about 1.5 hours or more. Glad we used opentable to reserve our spot. Fun, Fun, Fun! ",5
" My friends and I had an awesome time!! The restaurant and ambiance is outstanding! We were celebrating my friend's decision to go back to school for her Ph.D and everyone had a fabulous evening. The food was excellent and our waitress, Simret, was very polite, attentive, and so on point with servicing our group. Great customer service!! The band, The Soul Cartel, was wonderful. Everyone in my party raved about what a great evening they had. This was our first visit and we will definitely come again and again!! ",5
 The food is nasty. Canned greens. Yuk... Abnormally large and dark fried chicken. The brisket was drowned in BBQ sauce. ,2
" I've been to Sweet Georgia's Juke Joint on a couple different occasions and have never had a bad experience. The food is great! The drinks are great and the bands are awesome! It's a great place for inexpensive but fabulous southern cuisine. The service is always good! Nice place for brunch, date night or just hanging with good friends!!! ",5
 This place never disappoints. The wait staff is always on point; though I would like to see some newer items on the menu. The music is what makes this place truly special. I have never heard a bad musician/band. ,4
" This was our first visit to Sweet Georgia's Juke Joint. We were celebrating our 32nd wedding anniversary and wanted a memorable place for dinner. We were seated a a small table that was on the wall with seating too close I felt to the next diners. We enjoyed the entertainment but it was too loud to engage in any meaningful conversation. We were not aware, either that there 2was $5.00 per person entertainment fee added to our bill. We thought the entertainment was a part of the evening. ",4
 Overall I had a great time the band was fabulous. The hotess at the front desk was not so great. The food was alright nothing to brag about. It was very hard to hear when talking and felt like I was shouting when talking. It was very noisy. ,3
 Always like this restaurant. Didn't know they closed at 10pm on Sundays. They didn't have any live music. ,4
" The atomosphere and staff was wonderful,we came to see our friend Regina Troupe sing and really enjoed ourselves. ",5
" We really enjoyed it! I was a little concerned after reading other reviews, as they either rated it as great or terrible due to service issues. But all 4 of us loved it. The staff was uniformly professional and courteous, and our server, Darrell, was terrific. Service was prompt, food and drinks were good, and the music was great. I'd definitely recommend making a reservation -- we were there on a Wednesday, and the place was hopping. ",4
 Southern comfort food done right. For dessert don't choose between the peach cobbler and pecan pie get them both! ,5
" Exactly as expected. Great music, energy and visual entertainment. ",4
" This was our 2nd time to visit The Juke Joint. The 1st was a much better experience. The second Time our service was lacking. Our food was brought out hot But we had no silverware and it took her 10-15 min to bring it, by Then our food was getting cold. We had to catch her on the run To ask for drink refills, it would then take 10-15 min for her to get Back with us. I will still go back and just hope that we get a different Waiter. Perhaps the one we had the 1st nite. He kept our drinks refilled Without us even having to ask and basically did that with everything Else you could think of. The food and atmosphere is great, the service is The only complaint I have. ",4
" Poor service, good music; Food that was brought on time was good, other food was cold Waitress not attentive ",2
" Excellent, fresh, locally produced and delicious food. Excellent service,  very nice local wine choices and lovely restaurant. The best option in the entire area! ",5
" very good food, very good seasonal menu. very nice local wine list-reasonable. service was very attentive, excellent. ",5
" We came to this restaurant with friends to buy them dinner and were surprised at the cost of the meal.  There were many fruit flies around the food as it was served and we had to keep cocktail napkins over our wine glasses.  The waitress explained that the grape harvest season always brings the fruit flies, but we did not encounter those elsewhere. The food was fine, but not special and the atmosphere was somewhat bare.  To be fair, the weather was awful and the view was obscured by the rain and fog.  I would suggest that the restaurant have some way of cozying up the ambiance in times of bad weather or for evening.  We could tell that their emphasis is on summer dining with a huge veranda.  Our waitress was very nice, but we asked for one water without ice and had to remind her twice before she delivered it as we were finishing up.  Little things make a difference. ",3
" Wonderful experience, service, and food. ",5
 Service was way too slow . Food was good and you can see lake from the dining place ,3
 Outstanding view of vineyards cascading down to Lake Seneca while dining outside on the large covered deck.  Abeautiful venue with great service and good food.  Wonderful ambience. ,5
 Went there to celebrate our anniversary.  It is expensive and the portions were tiny.  But the food and service were very good.  The view was outstanding.  Great view of Seneca Lake.  Very nice deck overlooking the grounds.  Very pretty place. ,4
" The food and service were good.  Unfortunately, there was a wedding at the winery that day so we had to eat lunch in a wine cellar area instead of outside.  Would go back in hopes of sitting outside and enjoying the great view of the lake. ",3
" Tofu tacos and pulled pork were excellent, modest portions, great view of the lake, friendly staff ",5
 The food was excellent. Chicken was not overcooked or dry. Our desert was outstanding.  Enjoyed the outdoor eating experience with a view of the valley and Seneca Lake. ,5
 This was my first time visiting the restaurant. I had an amazing time. The ambiance was AMAZING. The food was great. And the band was the bomb. Great date night spot...will be recommending this place to friends and family. And I'll definitely be back :)) ,5
" Being my first time I found it really pleasurable. The atmosphere was the kind of thing that you can have a good time. We are looking forward to returning in the future. The food was excellent, the service impeccable, I would recommend this restaurant to anyone looking for a good place to dine. Can't wait for the next visit. ",4
" There is a cover charge of $5 for each person at your table if you dine on Thursday, Friday or Saturday. ",3
" Loud, noisy, vibrant and fun. Don't come here for a quiet, relax with a glass of wine kind of meal. For as busy as the restaurant was while we were there, we had top notch service and our large table of guests enjoyed themselves. We did not expect haute cuisine. And we were pleasantly surprised by very enjoyable, well presented tasty food. It was as busy as all get out and management went out of their way to check numerous times that our meal was going well. Would we go back? POSITIVELY especially if we were in party frame of mind. ",3
" Don't go without a reservation and if you arrive more than 15 minutes late for your reservation they will not seat you. Moonshine happy hour drinks were wonderful. Great service from staff, but food arrives slowly. ",4
" This is a great spot that can be frequented 1 or more times per week and you'll never have the same experience. The ambiance is awesome staff makes you feel like you're in a house party from back in the day. The bands are off the chain, this past Wednesday the audience was in participation of the young lady singing and it was great!!! My first visit was an invite to afternoon drinks with girlfriends and I've returned again, and again...... You can come alone, on a date or with friends and always have an enjoyable time. ",5
" The music and the moonshine are the main reasons to go to this restaurant, particularly if Mike Jones is entertaining on his sax the night you go - there is simply no better musician in the world! Our service was outstanding, although the recommendation would be for smaller groups as opposed to large groups, as the entire restaurant seems a bit flustered when 6+ enter through the doors. The shrimp and grits was the best entree (we tried them all), and the fried green tomatoes on the sampler starter were to die for. Will definitely be back! ",4
 Very Enjoyable southern cuisine. Live music during lunch was a pleasant surprise. Will return to see what dinner is like. Great location - convenient to the Peachtree Center Station - either exit puts you steps from the restaurant door. ,4
 Loved the food and the live band was great! ,4
 Went to Sweet Georgia Juke Joint for 15th wedding anniversary dinner &amp; entertainment. We had a great time. Only complaint is I felt like we were far apart from one another. The tables alongside the wall are long which created a lot of space so it felt less intimate &amp; with it being loud it added to the space between us. But the food was EXCELLENT and the band was really good. A good spot but maybe not for a romantic evening out. ,4
" The four of us loved the atmosphere, live entertainment, food and service. The decor was urban chic and tastfully done. We definitely plan to return again in the near future. ",4
 Nice expeience great entertainment ,4
" The food was very good. The entertainment was good, but not as good as thought it was going to be. The service was a little disappointing. ",3
 It was a girls night out and it was so upbeat and fun!! I would recommend it for a girls night or date night. The band was wonderful and entertaining. THREE THUMBS UP!!! ,5
 Great food. Great jazz. Great way to spend our Friday night. We loved Sweet Georgia's. Toni Byrd was awesome!! ,5
 Great for girls night out or date night! Be sure to make reservations if your going on Friday or Saturday night! ,4
" Great food, service was pretty bad ",4
" Food was OK. I did not like where we were seated. The service was very bad - spotty, slow and then we had to wait more than 30 minutes just to get our check. ",3
" good food, bartender and bar service slow and very slow Waiter was wonderful but in a bad spot regarding drinks if the bar service was better, I would have given it at least 1 more star if not 2 ",3
" It was my first visit, I ordered the rack of lamb..I wanted it well done and the waiter talked me out of getting well done and I went with his recommendation of medium well...needless to say there was blood all over the plate..I ended up eating my collard greens and potatos. Everything else was wonderful. If you know how you like your meat stick to your guns about it. The manager did refund half my money for the rack of lamb. ",4
 I took my mom on monday and she totally enjoyed her self. ,4
" This is a great spot for girls night or an intimate dinner. The food was delicious and the entertainment added a nice touch; however, I was not aware of the $5.00 entertanment fee during dinner prior to arriving at he restaurant. ",5
" Took my best friend for her birthday celebration! The ambiance and the food were a HIT!ONE CONCERN: Due to the lighting (dark/romantic)I was not able to clearly see the fine print on the veeeeeeerrrrrrrr bottom of the menu I will say that the small print; on the menu in regards to the $5 per person entertainment fee was a JOKE! Didn't even see it at the verrrrrrrrrrrry bottom of the menu in small print. Ummm..so the extra charge to my bill way VERY CLEAR, other than that...I WAS A GOOD OLE JUKE JOINT TIME! ",4
" We had a great time. the food was good and the service was nice. Our waiter was around when needed, but was not over bearing. The atmosphere was good and the live entertainment was very good. If you like rythem and Blues along with good southern style food, this a great choice. Its a little loud, but that is to be expected with a live band. ",4
" I had a great dinner party for 14 here. The service was a little slow and every time we asked for extra side plates it took forever to get them. When my guests told our waiter it was my birthday they got a slice of cake for me. Well they restaurant put he cake on my receipt. After one my friends told them about it they did take it off. Overall, the food was outstanding! The band was awesome! I would definitely go back if I am ever in Atlanta again. ",4
" Great Music, especially for a week night. ",4
 The food is good but it should be made clear what is considered a show and qualifies for the $5 per person fee when a reservation is made. I made reservations for 6:45 on a Sunday and the website said the show was at 5 so naturally I thought the set would be over and so there would be no show fee but when I got the bill that was a different story and I didn't argue it because it was father's day and I wanted to just keep the meal nice. I probably will not be back any time soon if at all as this added $30 to our bill which seemed crazy. ,2
 I enjoyed the brunch on Father's Day. My fiancee and I both had the chicken and waffles. The waffles by far was the best I have EVER had! It was a bit too loud for my taste for brunch with the live band but the noise wouldn't have been a problem for an evening with friends. Would like to come back on a night when romance is in the air. Overall I give it 5 stars. Drinks are pricey but the food is priced well. ,5
" I did not enjoy the female singer on Saturday, June 16th. Overall a great place for an evening out ",5
" I was not pleased from the moment we walked in. The hostess was not friendly and forgot our name, did not make us feel like welcomed. Our server Electra was OK but kept forgetting to bring us items we had requested, however she was friendly.Food, on the Southern Starter appetizer, the okra was cold and the tomatoes were hot. Our entrees, Shrimp and grits / Catfish and grits - grits were instant and the shrimp had no seasoning, no flavor, shrimp taste like it was just boiled and sat on top of the grits. Lastly, when we left, the hostess did not thank us for coming nor did we get a good bye. ",2
" Rules about how long a customer can stay is too strict. One additional person who was unexpected showed up for our party and the establish was unwilling to accommodate citing no tables, but the tables never filled. ",4
" I took my friends visiting from one of the Caribbean Islands and they fully enjoyed the ambiance, food, music and adult crowd. I recommend Juke Joint to anyone looking for mature music filled relaxed entertainment. ",4
" Arrived at the end of the brunch service. Enjoyed the jazz band - not too loud - as well as my meal. Had the shrimp &amp; crab cake with brunch potatoes and loved it. The three cakes were moist &amp; tasty and the portion was more than enough. Enjoyed the sweet potatoe pie for dessert - crust was flaky and the filling was sweet like I like it! Hubby had turkey club - said ingredients were very fresh, making a delicious sandwich. We'll go back! ",5
" Truly a good find, food, service and live entertainment was excellent. Hope to visit again soon. ",5
 Great place for food and entertainment ,4
 Great atmosphere and good music too!! ,4
 I love this place. The live music is great! I love taking new people to this place so that they can have a new place to go to. ,5
" The band, Something for the Soul was splendid! The food was delectable! Miss Celie's Punch was great. Our server was phenomenal. Several managers/owners stopped by our table, introduced themselves and shook our hands! Exceptional Customer Service! We were celebrating our 6th Wedding Anniversary. We will be returning! ",5
" This is the perfect place to go for a night out with your girlfriends! There's lots of yummy food, good drinks, and great live entertainment. The food is upscale soul food with a few interesting twists. Some of the drinks are made with real moonshine, they're really tasty, but pack a big kick. ",4
" Food was fair, sides were not good, service was lacking. Nice for music. ",3
" It was my son's 19th Birthday and he picked Kelsey's as he had just been to the one in Brockville and had the Doritos crusted chicken fingers. Upon arrival greeted warmly and shown to our table. When we started looking through menus we all agreed that the print was pretty small on the menu, and on top of that lighting above had been removed and changed to red bulbs to ""set the mood"" we were told. When we did mention about the lighting the manager did pop over and mention they carry braille menus....um...what? Lol She then explained she had a larger print menu as well. 2 orders were fish and chips and  the rest of the orders were  a chicken ceaser salad a mac and cheese and  an award winning burger. My son was pretty dissapointed as in Brockville the pieces were much larger (dorito crusted chicken)and came with a variety of dipping sauces one being peanut butter which he loved this did not have the same . The fish and chips were both soggy from the cole slaw on the plate and were barely warm  by the time served, they also said it was way to much batter to fish ratio . I really did not like the sauce on the ceaser salad so basically left the salad and ate the pieces of chicken. The mac and cheese was a hit along with the burger so 2 of the 6 meals ordered.  The staff were great and the manager comped my sons dessert and gave him a ""hands free"" bday shot which was appreciated. I will return only for the appetizer of 4 cheese spinach dip and their sangria pitchers in the summer but I am afraid it will not be a place to choose for dinner out anytime soon. ",2
" My husbands food was cold when it brought out, took a long time to get our food. ",3
" I know the food is good, just made a bad choice that day.  Server was rather cold until he brought the bills to the table, then very friendly.  Had to ask twice for glass of water.  Tipped him anyway.  Hey, its Christmas.  Had a great time visiting with friends.  Made reservation on line, but restaurant had no record of it, even though it said it was successfully submitted.  Did not have to wait though. ",3
 The food was good and the service quick and pleasantly done. ,4
 Very noisy. Service ok but slow to bring the bill once meal was complete. ,3
 Wing night ,4
" I loved having birthday dinner with my dad. Food was great Kingston Location Nicole waitress AWESOME! However I booked  a reservation the other day online, and did not realize being classed as a beginner in anything cyber related that i would be bombarded with emails i cannot seem to unsubscribe from. Please remove me. Im a lady of limited means and if i am lucky after saving all year I may eat out once. So i find these completly unnecessary and a waste of time.  Ty in advance. Take me off your email list asap  please. I would greatly appreciate it... Tammy Bedder squab65@yahoo.ca ",5
 I picked up my wife after her shift ended and surprised her wirh dinner and a movie to celebrate her life goals she just achieved this past week. Everyone was very nice and didn't make us feel rushed to order. Drinks were great she loved the recommended big momma. I love the bison burger and she loved the chicken parmesan. ,5
 Our server was incredible! The food was amazing. ,5
" I went with my Japanese customer for lunch. I was sure they would love it and they did. Really enjoyed service, food, view and atmosphere of the restaurant. They said good cost performance. ",5
" Weather was not cooperative, overcast and rainy. I opted for the soup of the day, Minestrone. For $12.00 it came to a $1.00 a spoonful, barely enough to savor a taste. I don't mind spending money for an excellent dinner but half filled bowls leaves one wanting. Since they were already out of the Ranchers Prime Rib (at 6:30PM) I had the Filet with the Cabernet wine reduction. I was pleased with my choice. As a side I ordered the Homemade French fries. Bad decision. They were awful. Nothing but overdone dry potato wedges of which there were too many. Skimp on the potatoes and offer more soup. My companion had mahimahi which she said was good. We had 3 nights in Honolulu and all three dinners we had left a lot to be desired. ",3
" Excellent service, food was very good , I will be coming back &amp; letting all my friends know about 53 by the sea. ",5
 Highly recommend this restaurant! ,5
" The food was delicious. Escargots were exotic but a little on the salty side. A little less salt and it would have been perfect. The calamari salad was very nice, grilled calamari would have been better than battered ones. The vegetable linguini was very nice, almost perfect. The spaghetti Bolognese was very rich but delicious all the same. The service was first class. The view was fantastic. Overall, a very pleasant experience. Definitely will revisit with friends or for special occasions. ",5
" Took Mainland relatives for lunch. Makes a terrific impression, especially for visitors familiar with Honolulu, because this is a new, special place to dine. Jimbo (server) was very attentive and friendly. We ordered some new things this time and were surprised and very pleased. ",5
 Awesome setting for a delicious dinner and fine wine with dear friends. Beautiful evening view of Waikiki. Enjoyed our dining experience at 53 by the Sea.... ,4
 Not as good as Michaels and Hys. ,4
 A very special restaurant that locals should celebrate special occasions and business people should not miss. ,4
" Food below average, service good,very pricey,noisy, would not go back. ",1
" While dinner can be quite pricey, their lunches are quite reasonable. Entree selections automatically include appetizers and dessert and seem to average around $20. The views of Diamond Head and Kewalo are spectacular, and the tables are optimized to take advantage of this. ",4
" Three tries and I cannot say I will be back, except for happy hour to show out of town guests the view. The seafood pasta (like spaghetti) tasted reheated from lunch, dry without flavor, and not much in the way of seafood. On a previous visit a friend ordered this for lunch and it looked and tasted freshly made, so after two more times ordering it at dinner with the same result, I would not order it again. The filet my husband had looked overdone and when he complained they brought it back and said it was because of the tinted windows, so he ate it without further fuss. The manager came over and asked if everything was alright and reexplained about tinted windows. My husband said it still tasted overdone. ",2
" What a wonderful experience. Our expectations were high and they managed to exceed them! Congratulations. A definite ""must-return"" restaurant. Can't say enough good things about it... Gene Vosberg ",5
" 33rd anniversary. Prix fixe lunch quite tasty (we're foodies) and a bargain. The ""Happy 33rd Anniversary"" dessert plate written chocolate, including a drawing of Diamond Head, was a lovely touch. Cozy side-by-side seating in a booth with a beautiful view looking out toward Waikiki and Diamond Head. What a gorgeous view! ",4
" Food was good, nothing outstanding or exciting.  Service was professional but lacking. Servers seen to be jumping from table to table with a predetermined script. I could hear the server using the same examples in the same tones over a handful of times. Water cups we're not always refilled without asking.  Was a bit noisy. Love music was playing.  Went out of a birthday dinner and was disappointed to find out a complementary dessert was given after we placed an order. ",4
" Our dining experience was rather disappointing primarily due to the lack of professionalism by our waiter. He spilled water on my purse because he did not bother to have a towel to wipe the pitcher and when it was pointed out to him, he did not bother to apologize nor acknowledge his mistake. The appetizers were quite disappointing; I would have prefered to get a salad instead. When the waiter brought us the bill, he had a iron in his left hand that he had used to iron the table cloth on the table next to us. I thought this was rather tacky. ",2
" JUST SIMPLY OUTSTANDING IN EVERY WAY, WHAT MORE CAN I SAY.  Charles David Dreher Director Waikiki Health ",5
 A gem located in Kakaako and who knew? I've been coming to Hawaii for over 50 years and certainly didn't. We'll be back! ,5
" What a beautiful experience! The food, service, and ambiance was excellent. ",5
" Trio for lunch, weather great, seated at a requested window table, view spectacular...but, food terribly disappointing. Limited menu is all right (after all it's lunch) if the dishes were satisifactory. I'm told that restaurant will have a new menu soon. Great news. We felt that emphasis on presentation bordered on the ridiculous; its miniscule portions in the appetizer and dessert dishes could all be collected and downed in one dainty swoop.  Two of us had the chicken parmesan; both had the same round shape but one was way larger than the other?? Mine was chewy and rather dry.  I had dinner with my family (4 of us) in January and all felt that Diamond Head was commanding, the food average. ",3
 Quality of pasta dishes was very good. Fish was very good.Problem was long wait before main dishes arrived. ,4
" Awesome meal,! excellent server, she was very attentive,-We went for our Anniversary, last month, but, will be back soon! ",5
 The food was good not great but the views of the ocean and Diamond Head were worth having lunch there. Service was exceptional. Nice place for lunch or to celebrate a special occassion. ,4
" Awesome gem! Food was outstanding. Great value, good portion. Ambience is amazing. We will definitely return. ",5
" Our first dining experience here was a very enjoyable evening. Food and service were very good. The shared mixed-seafood appetizer was a pleasant surprise...very fresh, nicely prepared and ample portions. While the restaurant orientation does not provide sunset views, the views toward Waikiki and Diamond Head are terrific! ",4
 We loved this place. The lunch prices were excellent for the quality of the food. We will definitely visit this place again. The view was wonderful. Service was excellent and the space was quite lovely. ,5
" My first visit was more enjoyable -- friendly server, appetizer cart with ample servings, relaxed timing Second visit -- was disappointed with the teeny appetizer serving and the selection o breads. Entree also looked a bit smaller than previously. Server looked and addressed only my guest, totally ignored me other than taking my order. I felt rushed with the server removing items and checking for payment. Previous server had a more hospitable pace. ",3
" Did not find the menu to have a variety of choices. very limited! Taste of food was average! Nothing wow ! Great view! Relaxing! Service was excellent! Wouldn't go back for food, but for the ambiance! ",3
" This is my second time. My husband and I had dinner a few months ago, and it was very nice. I thought I should try the lunch this time. The kitchen was very busy and the server offered us a cup of soup while waiting. The pasta was stuck together, which I did not like, but the source was good. I prefer stronger coffee, but I liked the warm milk served. ",4
" Beautiful decor, very good service. Filet mignon was excellent. Seafood pasta a little too al dente for my taste. They were changing the menu to reflect the new chef. Would like to dine again to see. ",4
 I and a friend of mine went there to celebrate my birthday--but when the reservation was made I did nto tell them. My friend (while I went to get something out of the car) did just that.  Any how the waitors name was Davin--outstanding. Pleasant --very professionlly dressed--nice sense of humor and a great smile and personality. He had all the right answers for all the questions both for myself and my friend asked--oh this was our first time here. The service was great--the food from the appetizers and on was terrific--My compliments to the chef for the delicious salmon that he or she prepaid--I am a salmon persona nd believe me this was spectacular--it just melted in your mouth--Great view--Great all a around ,5
 Unfortunately food is mediocre. Service wasn't good. The waitress hardly came to check on us. ,2
" Great venue, view, setup, lunch cuisine and wine list, although the wine markup is rather high. Also have heard from friends mixed reviews of their evening dining experiences. That said, the food, wine, setting, view and service for lunch there was of very high quality, and I would recommend it and go back for lunch any time. ",5
" Beautiful surroundings, atmosphere, very impressive...excellent service! ",5
" Our main waiter was great. The side-by-side seating was unusual, but pleasant, but a little uncomfortable if you are short like us (I'd rather have a regular chair than a loveseat). The food was good but not great- I found it to be lacking in flavor and added salt. I'd been to the Pineapple Room the day before and did not feel the need to add flavor to anything. The overall ambiance and experience was great.  I think the food should be great to match the whole experience. I think that there is a trend to have healthier/simpler fine dining, but for that kind of $ I want flavor. I do believe you can do both, but in this case it was lacking. ",4
