Reviews,stars 
"Del Frisco’s never disappoints!  Delicious meal all around - steaks, Mac and cheese, seafood platter, Brussels sprouts - yum!!  AND an amazing wine suggestion that we thoroughly enjoyed!  Our waiter Thomas also went above and beyond to make sure our girls  (12, 7 & 4) were happy.  We enjoyed  a special meal here to end the year with family!",4
"Hearty steaks, gracious service, and luscious desserts are worth coming back for every special occasion.",5
"Waiter Francois was tremendous.  The onion rings were tremendous, so was the octopus and shrimp cocktail.",5
"A bit disappointed....expected a big price and that expectation was spot on, but also expected a great meal... not so much.",5
"Nous y sommes allés le 24 déc, petite attente à l’entrée, repas très bon la viande délicieuse, bonne ambiance, très bien situé. Petit bémol très bruyant et l’addition est salée à la fin",5
"The steaks,were phenomenal. We loved the ice cream, lobster mashed potatoes and lemon cake. Our little kids were so good because they could see out the big windows and the place was full. Plus they kept the food coming. We go every year on Christmas eve.",5
"Absolutely delicious meal!  Christmas Eve dinner for three. Ordered three appetizers, two entries and three desserts.  More than enough food and plenty of leftovers.  Highlights were the steaks:  wagu tomahawk would have been enough for the three of us, but I went for the bone-in ribeye.  So glad I did — it was amazing.  Restaurant was packed but no problem hearing my dinner guests.  Service was quick and well informed.  Only miss was everyone around us received a bread basket.  Not us.  BUT that just meant more room for what really counted!  Very pricey, so check the menu before going so you’re not in shock opening the menu.   Overall, well worth it!",5
Not a bad thing to say every thing was excellent from the food to the service,4
"The food is good, but not amazing. Everyone orders the chicken parm here, which is gimmicky given that it comes looking like a giant pizza. It's decent but no better than your slightly above average Italian restaurant. It's enough for 4-5 people for dinner, despite them recommending it for two people.",3
as usual the food and serveice were excellent - you do need to take out a sencond mortgage.,4
Fabulous steaks. I had the bone-in strip steak and my wife had the bone-in Filet; both wonderful!,5
Del Frisco's was one of the best dining experiences I ever had! It was wonderful!,5
Very good dining experience. I had to send a strip steak back that had been ordered medium but came out rare. I was told that the steak was medium according to the restaurant standards. The server nonetheless took the steak back and it was then cooked properly.,4
The atmosphere is nice for a midtown restaurant. I would recommend if you need a restaurant in this neighborhood but definitely wouldn't make a special trip to this place.,3
"Our group of six were taken aback by the noise level. There are no 'softeners' in the decor so at a busy time it's difficult to hear any table mate not seated beside you. That said, the food was actually quite good and not expensive by New York standards. For a quality place I thought the service should have been better. Not saying it was bad. The waiters were knowledgeable and pleasant, however one would expect the wait staff to be able to deliver the requested food to the person who ordered without asking questions. Also it took longer between courses than it should have with some minor difficulty getting a waiter's attention. Foodwise, everyone liked their selection.",3
"NIce atmosphere & very good service..food only ok..the ""famous"" chicken parm was a disaster..too many gimmicks w/ table side preparation…very good pork chop…great desserts..",3
If you want steak go to a steak house,4
If you want Italian food go to a great rest,1
"My second time here, we had dinner before a show at Lincoln Center, and was amazed again! The appetizers are so good and the steak is absolute perfection. Try the eggplant polpette and the caprese, both amazing! The bone in filet is the absolute best. Took a star off for the stone crab claws being overcooked and stringy, but 5 stars for service because our waiter took them off the bill and was extremely gracious. Got the cannoli cart as well, the pistachio cannoli is very good! Love this place!",5
"There are many great restaraunts in New York City. Visit one of them instead of going here. After being seated, 10 minutes went by and still no waitperson came to the table. People that were seated after me were getting served. I had to speak to someone to get a disinterested waitperson to visit my table. After ordering drinks (which took another 10 minutes before one drink arrived), I was told the beer taps did not work. This did not stop the restaraunt from trying to charge me for a beer I ordered but never received, a mistake I had to call to their attention. The food was below average. My $27 pasta portion size was barely that of an appetizer. There is no reason to visit this place.",4
"There are lots of choices in New York for steaks, I was very pleased with our meal at Del Frisco's. The steak was excellent! I had eaten at their restaurant in Dallas and this was even better.",4
A Fantastic Experience. Outstanding meal. Highly recommended.,5
"Food, Ambiance and service was outstanding! Went for my birthday and loved every minute of it, a bit pricey but well worth it.I ordered Filet Mignon and my husband has bone-in ribeye (both cooked to perfection) and for the sides we had skillet potatoes with onions (which was the best) and macaroni with cheese (which was abit boring), but overall delicious! To finish it off they gave us a complimentary slice of lemon cake(icing was too sweet, but the filling was great). I would definetly go again for a special occasion,and highly recommend going for when you're able to splurge.",5
"Good food, horrible service. Waited 15 minutes for water and a wine menu. Water was never refilled without our hounding sides came late I've been to del frisco at least 15 times, why do I get a bad table every tome? Service was just bad. Food was good though.",4
"Overall, the dining experience was very good. The service was outstanding. The food was excellent.",4
"Food was great, service great. But totally overpriced. The most expensive steakhouse in New York.",4
"Steak is not up to par with the top steakhouses in NYC. Filet comes with pepper, cut is not thick, I asked pink, waitress said, medium will have blood, came well done. Don't waste your time at this restaurant when there are so many excellent steakhouses in NYC",1
"We were celebrating our anniversary at Del Frisco's. The food was terrific and our server, Courtney, was outstanding. Indeed, she made our anniversary special. My only complaint was that I had asked for a special quiet table. They first took us to a table in the bar. When we asked for a quieter table they sat us been a group of 14 twenty year olds and a group of six - quiet it was not! Obviously, I wasn't going to ask for a third table and began dinner disappointed in the restaurant. But, with Courtney's arrival, I put aside the noisy ""neighborhood"" and enjoyed myself immensely. She was attentive, enthusiastic, and charming. The service was outstanding. Even brought us a complimentary dessert to share with a candle on top.",4
It was Great Experience - Amazing Steaks!,5
"Our experience at Del Fresco's was great. We were celebrating a special night, and the relaxed atmosphere, GREAT food, and terrific service really make the night complete.",5
"It seemed that the waiter was trying to push the more expensive $70 items that were not on the menu, then what was on the menu itself. We ended up ordering what was on the menu. We ordered steak medium-rare, but what came to the table was more than well done. They had said it will take 20 minutes+ for the entree to be done, and so we didn't want to wait for another 20 minutes over the first 30 minutes to get a medium-rare steak. My son said the meat felt chewy.",3
"We asked for a table for two, not near the bar. There were so many empty tables for two by the windows; instead, we were put in a booth that sits 4.. strange.",3
"Been here many times and it always shines,this time though the waiter was on a mission to get us in and out and it was a little annoying to have to make it clear several times we where not gonna be rushed!",3
The food wasn't as good as I had remembered.  Much less ambiance than the Philadelphia Del Frisco's. The pineapple infused vodka was excellent however,4
"A little disappointed in the dress code. T-shirts, baseball caps.",5
"Love the spot and the food, especially before the theatre.",3
Outstanding Service and Food. Highly recommend for those looking for a great dining and food experience.,5
Dinner was good; tender juicy perfectly prepared Double Eagle strip and cheesy potatoes. Mediocre Caesar salad. Large wine list with mostly pricey selections with a few for $200 or less. Room is huge and loud and for our Friday evening 8:30 reservation still filled with groups of white shirted work groups getting louder and more boisterous. Go with your own group and be prepared for the noise of the huge room.,5
"Dinner plans for my husband's 35th birthday went very well! Thanks to our waitress, Andrea, for being professional, courteous, and accommodating. We are also thankful for the delicious slice of lemon cake (with candle) my husband blew for the occasion. Delicious food, great service, and nice location. We'll definitely come again and recommend it to our friends.",5
"Traveling from Miami we didn't expect to find great fish dishes in NYC. We were wrong. The sea bass is melt-in-your mouth incredible! The steak medallions absolutely tantalized every taste bud --- the sides are enormous, and indescribably delicious! One must not visit NYC and miss out on Del Friscos! The staff is courteous, interesting and willing to do whatever is possible to enhance the dining experience. Make a reservation, sit back and relax, and let the meal overtake your senses!",4
The food is outstanding!!! Incredible!!!,5
Special shrimp appetizers were delicious. Nice atmosphere for a business lunch. Service was very good. Only complaint was that my entree salad had too much dressing on it. But I would certainly go back to try more of their offerings.,5
"We had a great table in the corner, and even with all the noise and energy all around us I was able to still ahve a pretty intimate conversation with my date.",5
"This is the Place I go when I want the best steak in nyc, and to impress friends from out of town. They never disappoint.",4
"This was our second time at the New York location. The food was excellent, very delicious. The service was great. The wait staff was very attentive, and always there to help. Our New York Favorite!",4
Our server was very nice and attentive. Our experience there was excellent. A little noisy for me but the food made up for it. I would def. come back!!!!,3
"The atmosphere was great and the service was excellent. The sauces are delectable. However, the steak at Del Frisco's is very heavily seasoned. The steak was a good quality and was overall pretty good, but not really my taste. I prefer steak to be lightly seasoned and to taste the flavor of the meat. If I return, I will have to ask for it with less spices...",5
I felt the restaurant was over priced for the food and service. We happen to be sitting at a table close to the kitchen. My son kept getting hit in the back when the waiters were rushing in and out of the kitchen. Also my son and daughter in law had Filet Mignon which was over cooked. I wouldn't choose this restaurant again when there are so many to choose from.,5
Our most recent experience at Del Frisco's was wonderful. The food was delicious and our steaks were cooked perfectly. The wine selection was impressive and our server was out of this world. We will definitely be back again soon.,4
"What's not to like - this has it all, great service and great steak - it's the total New York City steak experience. While other steak houses are notable in NYC, the floor to ceiling windows provide the New York feeling and city energy while dining.",3
"Been waiting for a great Italian restaurant with innovation, great food, great service and finally found it !",5
"Reservations a must, the pasta a must, salads big enough to share, and a feel good time !",5
Cannot wait to go back !,3
Quality Italian was a good experience.,5
It was interesting to arrive and see many empty tables after open table indicated therewas,3
no availability after 5:30pm.,5
The service was great.The staff was friendly and knowledgeable about the menu.,5
The restaurant was much better than the New York Times review.,1
We really enjoyed our last dinner in NYC at Quality Italian.,5
I had heard how difficult it was to get a reservation and its obvious why. This place is a gem! The food is absolutely outstanding and not outrageously priced for NY City standards. This may become my go-to restuarant for special occasions.,5
We have been big fans of Quality Meats for years and just tried Quality Italian and absolutely loved it. We had the best service we have possibly ever had at any restaurant and the food was perfectly cooked and tasted amazing. Everything from the appetizers to the desserts is creative but also delicious. Some fun twists on classic italian dishes with a hint of Quality Meats. Get the Caesar Salad to start and the Lemon Tart for dessert and any of the amazing entrees!,5
Very small table for two people. Waiters had a difficult time serving because of limited space between tables. Very loud which made it difficult to have a conversation.,5
the steak angeloti is hands down the best thing on the menu but the chicken parm pizza situation is a must do because....well its amazing and hasn't wanted a bigger chicken parm.,5
"Started off with the yellowtail crudo which was good but not anything spectacular, then proceeded to order the corn gnudi which i must say was EXCELLENT and the best dish of the night. Ordered the chicken parm which got rave reviews via yelp but sadly wasnt all that great, I just felt it was lacking in sauce and flavor. We also ordered the corn creme brulee side which tasted more like dessert than a side and I love corn but it was a bit too sweet for my liking. For dessert we ended with the chocolate and olive oil cake which again was a disappointment, was a bit on the dry side and i expected more of a chocolate flavoring, :(. All in all only one dish out of 4 really stood out & not sure this place is all its cracked up to be.",4
the chix parm was the best ever !!!!!!,4
We went to celebrate a birthday. The staff made it a fantastic memorable experience. We were treated like old froends. The food was great. An amazing experience. We were so happy that we returned the next morning to enjoy brunch.,4
Wait staff had an extremely poor attitude. Very rude.,5
"Fantastic gem of a restaurant in NYC, amazing food, flavours and tastes gorgeous and attention to detail is excellent, staff extremely friendly and defo worth a second, third and fourth visit!!",5
Great food and Very accomadating service!!,3
"The food was fantastic and there is something for everyone. Great steaks, but real options if you don't want one too. We had an outstanding waiter that made great recommendations. He was on top of everything without being pushy. It was an overall wonderful experience.",3
We went for a birthday & it was great...,4
"Food was great. This is an Italian steak house, so don't come for the pasta menu as it is not comprehensive. However, the two pasta dished that we had and loved were a pasta with fresh truffles that the chef grated at the table as well as a spicy lobster pasta that blem me away.",5
"On the steak side, order the bone in filet. Very tasty!",1
We had a great waiter named Jessie that made us laugh. Worth asking for him.,3
"We were the first table to be seated at 11 am on Saturday. It's on the second floor, so there is a nice steet view. Our waiter was very knowledgeable and attentive. It was not crowded, so it was quiet and relaxing. Decor was warm with a turn of the century vibe. Very good Bloody Mary's.",5
"Had a great dinner here, they plow you to bring your own wine too which is great! (reasonable cork fee). The bone in filet we had was amazing as was the veal shank for 2. The porterhouse agnolotti was also very good! But noting was better than the corn brûlée side, it is SO GOOD. Will definitely be back!",4
We ordered salads to start and enjoy a leisurely meal.. everything came out at once.. Hate that.. food was great but need to time it better. Waitress never apologized.. said we should of said it in the beginning... seriously! I definitely go back and try again.,2
Solid addition to a competitive area. Great wine list,5
Everything was phenomenal... They screwed up the steak I ordered. Have me bone in strip instead of filet but luckily had unbelievable sides to keep me preoccupied with. Corn Creme brûlée and kale carbonara were unreal..,5
"The food was delicous! The restaurant is beautiful and very romantic; perfect for a date night or special occasion. The service stunk though. Our waiter was slow in getting to us and we waited forever for the check. He was a bit ""snooty"" which puts people on edge. He let us know he had been ""doing this for 40 years""; it may be time to find another profession. We sat for a good 10-15 minutes once our dessert was done before getting the check. And the only reason we got it was because my husband flagged someone down. The waiter just kept walking by us and not even looking our way.",4
Everything we ordered was incredible. The artichoke macaroni and corn creme brûlée were so so good. Loved the eggplant balls.,4
Our server was super flakey (they forgot to include a napkin with my place setting and 40 minutes and two reminders later she brought me one.,1
What a lovely meal,5
Terrible organization when assigning tables. Why make a reservation if your table will be an hour late.,3
From the welcome to the service- john  Carlos  was fabulous- helpful- perfect ,5
And the food was special— fabulous Cesear Salad — and the chicken Parm- Pizza?! Was amazing.,2
Will absolutely recommend and we will be back!,5
This was our best meal in New York. The steak was cooked to perfection and the gelato was sensational. It was definitely worth the price. Amazing service and perfect for a special occasion. An absolute must in New York.,4
"Found a hair in my food, kind of killed my appetite. Didn’t tell anyone about what happen, didn’t want to make a scene",5
Everything was amazing from the appetizer (ricotta) to the lobster rigatoni and especially the corn creme brûlée. A phenomenal culinary experience.,4
"We had a VERY bad experience with the man at the front desk upstairs! He did not know our guests had checked in downstairs and were waiting for us at the bar, and he refused to seat us thinking we weren’t all in the restaurant (we hadn’t spotted our guests yet, but they told the downstairs desk!)! He was exceedingly rude and threatened to throw us out of the restaurant cause we wanted to be seated after a long day of burying my mother in law!",3
Great Food.  Great Service.  Great Location.  Highly recommended.,5
Ordered steak. Would rather have gone to Ruth’s Chris. Perhaps I should have ordered something Italian.,4
"Food was very good, waiter was knowledgeable about the wine list and recommended a great bottle. Only one complaint; at 5:30 on a Sunday with the place nearly filled they initially seated us right next to the servers station. Not sure if it’s because we’re both female or that we made the reservation through open table. My friend takes clients there on a regular basis and maybe we could have been taken to a nicer table. The host did move us to another OK table; not great",3
"The food and service were top notch. If you like noisy, which most places in NYC are, then this is the place!  However, there was a table with parents and3 children next to us. The two girls were quiet but the boy was nosier than the restaurant and the parents seemed oblivious to him and totally ignored him! Why would you take your 8 year old to place to a nice place like Quality Italian in the first place? There are plenty of family places in NYC! Let adults be with other adults! Despite that, I would definitely recommend this restaurant and we look forward to going back.",1
"great service, everything we were served was excellent.  i wanted to be in the in main dining room, the room in the back is nice but not what we expected.",5
I have been to QI many times. Things seemed to be off this time. Service was stiff and mundane from bar to host to waiter. The Tomahawk streak was small. I was disappointed. I have been to QI many times. Things seemed to be off this time. Service was stiff and mundane from bar to host to waiter. The Tomahawk streak was small. I was disappointed.,3
"I requested for a good table for a business dinner.  They first made us wait at least for 30 min.  Then they took us in a back room right next to the server station.  With all the noise and the frenic activities of all the servers constant comings and goings it was impossible to have any decent conversation let alone business discussion.  Then later after all other patrons left, they converted the room into a private wine tasting function and put the wine buckets right next to our table!  At least 40-50 people invaded the room and visited the wine station right next to our table as frequently as they pleased.  Really??#!",5
"This restaurant sucks.  I will never go back.  Besides, I am a trained chef in my previous life that I have a palate that can detect mediocre ingredients even if they try to hide with their unidentifiable 'fusion' sauces.  Ugh!  What a waste of the time and money!  My business partners formed the same opinion and they would never go back either.",5
"Nice restaurant and bar, but the food was unseasoned.  Even the sauce put on my dover sole (pricey) was unseasoned. Also just a pat of butter would have made a huge difference in both the fish and the sauce. It lacked body and the flavors didn’t come together.  Same with the rigatoni and lobster.  There was no salt and pepper at all.",3
"Popular local restuarant, menu selection could be enhanced, food was good but I found it to be extremely pricey, even for New York. I think they should have some less expensive, smaller portioned options. Service was very good, but we did have to wait 15 minutes even though we had a reservation.",3
Chicken Parm Pizza,5
Great food. Great service. Great atmosphere.,5
It was so loud it took a lot of the fun out the evening. We had 20 years olds in our group and even they hated the noise. Many better places where you can hear yourselves versus those around you.,3
Lugar agradable pero una carta muy corta aunque buena calidad.,5
Their porterhouse agnolotti is out of this world! Their bread is to die for! Service is excellent and attentive and everything is delicious!,4
Food is amazing.  Best Canollis I've ever had.  The chicken parm pizza and corn brulee are a must.  Staff is very attentive and pleasant and professional.,4
"I'm Italian.  But the food here isn't.  Ok, for those who lack palate, but for those who expect to pay well for authenticity, you'll come home disappointed.  Sorry, but this isn't Italian.",3
a real professional service supported by good food,5
Everything was going great until we had to send back my wife's meal back ..  waiter was extremely understanding and rushed out a substitute meal to replace her fish and that was just okay .. my meal was a 10 and desert was also a 10 ..,5
Tables too close. Needs sound dampening; too loud; two people must shout to converse.  Steak quality is NYC steakhouse average.  Perfectly cooked.  Sides too highly flavored.,5
"I expected better because of how much I had heard about it , may return again to see if it was an off night",5
"Of course a great meal! Our waiter was very funny, have a feeling he was newer to the team because he was not so certain on every dish. Regardless, if you are that much of a critic you are honestly a loser. Fun time!",1
"Amazing place for a million reasons, do your self a favor and don't miss out a dinner. Best Caesar salad in NYC!!",3
We loved our dinner. Everything was delicious and the service was amazing!,5
Great food and atmosphere!!,5
Simply fantastic food! And I’m of Italian decent which is saying something. Well done.,5
"The restaurant was very dark but the service ans food was great. My least favorite dish was the white truffle pasta, so that us saying something!",4
"First time at this restaurant for a business lunch.  The food was delicious! service was good and staff friendly;  we shared an appetizer of Shrimp cocktail and it was four of us and let me say that it was plenty - a large portion. I had one of the Chopped Salad (Spinach) with chicken and it came with blue cheese, nuts artichoke and it was tasty - not your typical salad.  my colleagues had steak, hamburger and chopped salad with beef and their food was also well prepared and delicious!  very large, spread out space.  Excellent for a business meeting/lunch...we are definitely coming back and I highly recommend it.",4
Consistently one of the best restaurants in Manhattan.,5
They strive to accommodate and the space is pretty cool,4
Made us wait 45 minutes past the reservation seems a bit excessive.,4
Vibrant and busy restaurant. Fairly spacious and great place for large parties. Portions are nice and generous but we were not crazy about the special chicken parm 😔,5
"One of the best places in midtown for a fun and lively Client dinner. Food, cocktails and drinks were EXCELLENT.",4
"Normal great food and service. Quality Italian is always at a high level of food, service and ambiance. Server realizes the importance of attentive service during a business meeting but not intrusive service to the discussion. Well done.",5
"Food is spectacular and our server knew just how to put our meal together when we couldn’t decide. Great location, great ambiance and fresh delicious cocktails too!! We love Quality Italian!!",5
Had a really good meal at this italian steakhouse   Excellent service a little noisy. Best off ordering steak. Chicken parm good but not amazing.,4
"Service was ""spotty"" i.e., never saw a waiter between courses, main course placed without silverware, and just not around.  Maybe they had too many tables!   Food was spot on as always!",5
The lamb was Phenomenal. Victoria was the best. The desserts were to die for. Can’t wait to come back.,5
Another great meal!  Food is always delicious!,3
We had the chicken parm pizza it was way over priced and the cheese was over cooked. The place was so loud and the wait was long even with reservations,5
Food was amazing! Get the chicken parm pizza and corn creme brulee.,5
"Love this sister restaurant to Quality Meats. Diversified menu, great service and a happening vibe ! A little noisy, but after a couple of drinks, who cares ! So much fun, always order the spicy pasta...fabulous !",4
It was a wonderful experience. They even gave a complimentary dessert for my husband’s birthday without our asking.,5
"A disaster.   After waiting over an hour for our food, there was a frenetic panic ultimately ending with our food coming out in waves.   Much of it cold.   The wait staff and manager did not seem to care much.  They finally and begrudgingly apologized and said there would be no bill.   This place used to be a favorite.  Now, with two bad outings in a row, we will stay away.",4
"Trendy decor, a bit loud, food good, service not  so much.",1
"I live in Ohio, go to Quality Italian every time I'm in the NYC.  My wife and I's favorite restaurant in the world.",5
"Quality Italian was a great spot for a birthday for my boyfriend and I. We did the porterhouse for two, which was perfectly cooked. The service was outstanding and while the restaurant is very loud, we were seated in an intimate corner and had a great view of the restaurant. I love the fact that the restaurant is on the second floor and the huge windows to look out of. Highly recommended.",3
Very good just incredibly noisy. Could not talk because so loud.,5
One of the worst NYC dining experiences I have had ,5
Bait and switch ...Literally $80 for a chicken farm pizza ..didnt know they charge everyone at the table when you order it for a single person,4
"We love Quality Italian! We celebrate every anniversary and relationship related occasion with you all and you never cease to make it even more special each time. The only thing is that when we sit at the tables when you walk in directly to the right, they are very long for just two people and it is quite hard to hear one another in conversation. Other than that, every trip to the restaurant is perfect!",5
Very pleased with the overall experience. Service was great and the food was delicious. Great ambience.,5
amazing steak- the Porterhouse for two should not be missed.,5
Excellent service,4
"This place has always been my favorite. I love the service, its wine recommendation, and not to mention the steak.",4
Noisy but great flavours .. ate at the bar ..,5
Excellent dinner as usual. Chicken parm was great. Corn creme  brûlée outstanding as were the appetizers and dessert. Noise level very high. Service excellent.,5
"Restaurant went above and beyond to help us celebrate our anniversary .  Service was amazing , our waiter made great recommendations ",3
Thank you for making our night so special!,3
Chicken Parm pizza is a great idea.,5
Loved the monogrammed napkins and sesame focaccia.,5
Canoli cart was delightful!,5
We went to the Quality Italian to celebrate the NYC 2017 marathon including 2 runners and wife of one of us. We have ordered 2 salads with side meats and sirloin (btw the online menu is different from what we got in a restaurant). All meets were overloaded with pepper and salted. My steak was overcooked to medium instead of ordered medium-rare (this is typical for US). The side dishes we got for the table included home fries and broccoli were covered with oil and salt.,3
"Restaurant staff was ""making a show"" by preparing the meet sauce by the table, but in overall atmosphere and level of the food is was overkill.",5
"Terrible service, the food was good but the service was slow and terrible, I would never repeat or recommend this restaurant",5
Great place to get fresh pasta in midtown. Expense account ish but cozy at the same time. Fine for older kids.,2
Special Brunch for Family Celebration,4
Attentive service and thoughtful recommendations. Delicious food and presentation. Would definitively recommend and will return and not just for a special occasion.,5
Food and service was great. Seated on time. We had the steak for two. Very tender and a large portion. The tableside steak sauce is wonderful. The corn crème brule is not to be missed.,5
Some of our meals were overcooked. Didn't complain or send it back as we were going to a show after the dinner.,4
We always go here everytime we go to nyc!  Love it!!,3
Always one of the best restaurants in NYC.,5
"I have eaten at Quality Meats before and LOVED it. I thought Quality Italian was good but not great. We had the crudo and although good, I've had better. I thought the service was outstanding. The Chicken Parm was interesting.",3
Simply Perfect. Loved eveyrthing about this place!,5
"Excellent dining experince from the pre-meal drinks in the bar, to a great dinner sitting at a table overlooking 6th avenue. Our waiter, Michael, was wonderful. Super advice on the wine choices, appetizers and main courses. Resturant decor is delightful and we liked being up a floor and off the street.",5
"High quality of food, service, AND design.",4
"I had heard a lot about this place and although it was very hyped up, it lived up to expectations. The service was great, impressive wine list, and all the food was very fresh and delicious.",5
Really nice rendition of a steakhouse with an Italian accent. Beautiful and well designed 2nd floor space. Went for lunch and prices of both food and wine were reasonable. Three different steaks from rare to well done all were cooked to perfection.. Excellent service but a bit rushed at the end.,5
"Real Quality Food, excellant wine. Great expericence.",5
The food was fantastic sides were amazing staff was extremely fun helpful energetic. I recommend the tomahawk steak.,5
"Outstanding food and service. The homemade sausage was tasty and the cocktails were fresh and vibrant. The chicken Parmesan is incredible. Definitely, want to visit this again.",5
Chicken parm and corn creme brulee side dish were great. Very helpful service.,5
"We often go the the original ""quality meat"", so my husband and I wanted to try this new restaurant ""Italian quality meat"" trusting in the fact it belonged to same company. It has been very very negative experience. We waited a hour for food. The food was completaly soak of garlic and moreover burnt garlic. Nothing can be worst! We asked to waiter about so much garlic and he replayed "" this is Italian cousins"". Unfortunately for him we are Italians and we know about our cousine! So at the end of the day we will never book again at Italian quality meat. This is not an itali restaurant and not an American one. What is that?",1
Service is slow and food is just ok. I always eat at Trattoria Dell'Arte down the block but gave this place a shot but I will be going back to Trattoria Dell'Arte much better food and the waiters are better.,2
Not a whole lot Italian and more of a steak house with a few Italian indredians. I had a great veal chop and my wife had the lamb and both were very good.,4
"Even better than Quality Meat. Where most steak houses doing Italian go too heavy, this was subtle. Clams with an Italian flair, Porterhouse ravioli done incredibly. The steak was the great steak of across the street and the lamb chops were a delicious rack. All in all a great meal.",5
"Only negative is like Quality Meat no managers roam to handle floor issues, and server had too many table too handle although he was excellent when there but couldn't magically split himself into two to properly service table",2
"The food at Quality Italian was quite good, but the noise level was unbearable. It's clearly a place for financial types who want to order expensive wines and scream at each other.",5
"Excellent meal.  Had heard great things about Marea, so we had high expectations.  It didn't let us down.  Each dish was excellent, great presentation, service was excellent",5
The food I ordered was delicious and the service was wonderful. The waiter was very conscientious about my diet restrictions. I think it was a little pricy for the 2 course lunch and the wines by the glass were limited and overpriced.,4
Good was very average.,3
Eating at the Marea was a dining experience I will never forget.,5
"The dinner here was really amazing.  We did the chef tasting menu and everything we had and shared was delicious.  Perfectly cooked pasta, fish (spigola), and octopus.  Desserts were also fantastic.",5
"Great value for 2 stars. No amuse bouche or any extras for the seafood set menu though, a bit surprised.",5
foods are good,5
They offered brunch with no brunch options just regular menu,4
"Celebrated our anniversary and my wife’s birthday. Had the tuna tartare, fusilli, and shrimp gnocchi. Absolutely delicious. The thing that out it over the top was the three amazing desserts (we ordered one and they surprised us with two others for bday/anniv). We had a table looking out at Central Park. Just great all around.",5
Perfect weekend dining out place,5
"Excelente servicio, exquisita la comida, un lugar para disfrutar de una buena cena. Elegante y tranquilo.",5
"Celebrated an anniversary here for the second year in a row. Highly recommend Marea for an occasion, lunch or dinner with a group. The service is always spot on and lovely. The location could not be more New York, right on central parks and steps from Columbus Circle. And then there’s the food.....it’s one of my absolutely favorite meals. If seafood and Italian are your thing then Marea is for you. Share plates to start, order a pasta for yourself and an entree. Do not miss the lobster burrata caprese. Best bite of our trip.",5
"Awesome food, first class service, excellent wine.",5
Elegantly energetic atmosphere with a creative and delectable menu; fresh fish and homemade pastas are the specialties; top notch service--request Darnell--she is delightful!,5
Wonderful high quality food. Delicious bread.  Lovely decor. Expensive but worth it. Busy and lively but appreciated that We could talk to each other without screaming. Highly recommend.,5
Marea was absolutely incredible. Great service and even better food.,5
"Wonderful meal incredibly fresh ingredients, unique menu, very pricey, great if you have an expense account to charge it to or for special occasions",5
The best pasta in the town. Great restaurant. ,4
Very good bread and banbolony,3
You must ask if your tolerance of spice is not unconditional.  This is a lovely very expensive restaurant.  My friend and I chose the same main course so I can not evaluate many options.,2
It is a nice place and if you order carefully you can be very happy.,5
"Perhaps it was because we were seated in the far back area between two large tables of business dinner guests but we felt forgotten and neglected as we had to ask for everything from bread to water as the staff constantly swept through the main dining room and rarely came to our section. Not to mention the wait time between the second and third course was exceedingly long and the final wait to have the check delivered to the table was ridiculous. Yes, the food was good but with such subpar service it didn't leave a lasting impression and at the high price point, we really could never whole heartedly recommend Marea as a exceptional dining experience. It all comes down to lack of service and hospitality. Save your money... go to Gramercy Tavern or Gotham Bar and Grill where it is perfection from the minute you walk in the door until you leave.",1
The prix fixe is a great deal. The food is superb. The fish at Marea  is the freshest and the preparation is delicious. We shared the Bronzino for two. It was amazing. It came with a variety of dipping sauces which were great with the fish. A perfect dinner and perfect night out.,5
second time for me to be in Marea.,5
This time the level of the food was poor. We had fish for main dish - poor...,5
We had a wonderful birthday celebration at Marea. The food was phenomenal and the tasting menu and service were impressive,5
This is our third time in Marea and we enjoyed more everytime. You just can’t go wrong with this Italian Restautant in the city which is becoming a classic.,4
Fabulous as always! When we are in NYC we try to get to Marea every time - a favorite family spot for those of us from out of town and those that live in NYC.,5
"One of the best dining nights we've had.  The staff to the food to the scene are all AMAZING!!  Our server, Ken was INCREDIBLE!! If you can request him I would.  His recommendations were spot on.  He was super attentive and helpful.  The rest of the staff was also super helpful.  ",5
The food was INCREDIBLE.  I am so happy we finally made it to dinner at Marea.,4
"We had a very good meal at Marea, but considering the ratings and cost, we left a little underwhelmed.  We dined at a much less expensive one star Michelin the night before and had a flawless meal, but this restaurant had a mix of perfect and flawed dishes.  ",5
Service,5
"Was flawless.  Our table was perfectly attended by our waitress, somm, and bus service. ",5
Drink,4
Somm recommended a great red at a reasonable cost.  The pear vodka mixed drink we ordered was perfect.  ,5
Food,2
I wouldn't recommend this restaurant.  I did not care for the quality of the food.,4
"Professional, perfect. Corn brûlée alone is reason to go",5
Great food. Service was prompt and excellent. Everyone was extremely friendly.,5
very pleasantly surprised. service and food were definitely top notch! all four in my party were blown away. special bonus: the view of the first snow of the season from the second floor dining room--absolutely beautiful!,4
"When first arrived at our table, we felt a little unattended too. It took a little long for the waiter to come back and take our order after bringing water to our table. Service did improve however so I left feeling better than I did when I first arrived.",4
"Their complementary bread was soft, warm and delicious, I also loved my entrée -the pasta and sauce was fresh and flavorful. My friend's steak was overdone and the homemade steak sauce was under seasoned (had no distinct flavor). She enjoyed the fries and the Cesar Salad.",5
"Over all, we will definitely keep this in mind for the future.",4
Pricey but well worth it. The wait staff was very attentive. The food was fresh and delicious!,5
Not many restaurants can deliver this type of outstanding experience.,4
